t0,n,m,k,h,eX,eVar,eTime,tU,tVar,tDiff,tTime,nU,nVar,nDiff,nTime
1707174393.4132824,2767,39919,10,4,2.81262E-12,1.45202E-15,0.44117283821105957,2.81450E-12,1.45241E-15,0.00,2.574920654296875e-05,5.45983E-11,1.91482E-14,18.41,3.814697265625e-06
1707174448.6433034,2768,39934,10,4,2.81306E-12,4.41074E-16,0.44155263900756836,2.81494E-12,4.40782E-16,0.00,2.6226043701171875e-05,5.46188E-11,2.05159E-14,18.42,4.291534423828125e-06
1707174503.8520422,2769,39948,10,4,2.81452E-12,1.45199E-15,0.4444139003753662,2.81639E-12,1.45239E-15,0.00,2.7179718017578125e-05,5.46380E-11,1.91482E-14,18.41,4.0531158447265625e-06
1707174557.499265,2770,39963,10,4,2.81496E-12,4.41104E-16,0.4418332576751709,2.81683E-12,4.40813E-16,0.00,2.5987625122070312e-05,5.46585E-11,2.05159E-14,18.42,3.5762786865234375e-06
1707174615.5049095,2771,39977,10,4,2.81641E-12,1.45197E-15,0.4405524730682373,2.81828E-12,1.45237E-15,0.00,2.6464462280273438e-05,5.46776E-11,1.91482E-14,18.41,3.814697265625e-06
1707174671.3504703,2772,39992,10,4,2.81685E-12,4.41135E-16,0.44103503227233887,2.81872E-12,4.40843E-16,0.00,2.6464462280273438e-05,5.46981E-11,2.05159E-14,18.42,4.0531158447265625e-06
1707174729.004761,2773,40006,10,4,2.81830E-12,1.45195E-15,0.44966959953308105,2.82018E-12,1.45234E-15,0.00,2.5510787963867188e-05,5.47173E-11,1.91482E-14,18.41,4.5299530029296875e-06
1707174784.0331998,2774,40020,10,4,2.81975E-12,1.45202E-15,0.4458954334259033,2.82163E-12,1.45242E-15,0.00,2.6464462280273438e-05,5.47364E-11,1.91482E-14,18.41,3.5762786865234375e-06
1707174840.3689559,2775,40035,10,4,2.82019E-12,4.41070E-16,0.4495658874511719,2.82207E-12,4.40779E-16,0.00,2.574920654296875e-05,5.47569E-11,2.05159E-14,18.42,3.814697265625e-06
1707174899.0560184,2776,40049,10,4,2.82165E-12,1.45200E-15,0.4434053897857666,2.82352E-12,1.45239E-15,0.00,2.47955322265625e-05,5.47761E-11,1.91482E-14,18.41,4.0531158447265625e-06
1707174952.8812299,2777,40064,10,4,2.82209E-12,4.41101E-16,0.4410369396209717,2.82396E-12,4.40810E-16,0.00,2.6464462280273438e-05,5.47966E-11,2.05159E-14,18.42,4.5299530029296875e-06
1707175011.2971606,2778,40078,10,4,2.82354E-12,1.45197E-15,0.4450383186340332,2.82542E-12,1.45237E-15,0.00,2.5272369384765625e-05,5.48158E-11,1.91482E-14,18.41,3.814697265625e-06
1707175066.6084342,2779,40092,10,4,2.82499E-12,1.45204E-15,0.44908666610717773,2.82687E-12,1.45244E-15,0.00,2.6941299438476562e-05,5.48349E-11,1.91482E-14,18.41,3.814697265625e-06
1707175123.059527,2780,40107,10,4,2.82543E-12,4.41037E-16,0.44542884826660156,2.82731E-12,4.40746E-16,0.00,2.5272369384765625e-05,5.48554E-11,2.05159E-14,18.41,3.814697265625e-06
1707175181.658042,2781,40121,10,4,2.82688E-12,1.45202E-15,0.44463562965393066,2.82876E-12,1.45242E-15,0.00,2.5987625122070312e-05,5.48746E-11,1.91482E-14,18.41,4.0531158447265625e-06
1707175236.8986893,2782,40136,10,4,2.82733E-12,4.41067E-16,0.45143795013427734,2.82920E-12,4.40777E-16,0.00,2.7894973754882812e-05,5.48951E-11,2.05159E-14,18.42,4.291534423828125e-06
1707175296.479951,2783,40150,10,4,2.82878E-12,1.45200E-15,0.4469177722930908,2.83065E-12,1.45239E-15,0.00,2.5272369384765625e-05,5.49142E-11,1.91482E-14,18.41,4.291534423828125e-06
1707175351.3147914,2784,40165,10,4,2.82922E-12,4.41098E-16,0.46435546875,2.83109E-12,4.40808E-16,0.00,2.9802322387695312e-05,5.49347E-11,2.05159E-14,18.42,4.291534423828125e-06
1707175408.9880185,2785,40179,10,4,2.83067E-12,1.45197E-15,0.4521291255950928,2.83255E-12,1.45237E-15,0.00,2.5510787963867188e-05,5.49539E-11,1.91482E-14,18.41,4.291534423828125e-06
1707175463.062727,2786,40193,10,4,2.83212E-12,1.45205E-15,0.45192980766296387,2.83400E-12,1.45244E-15,0.00,2.86102294921875e-05,5.49730E-11,1.91482E-14,18.41,4.0531158447265625e-06
1707175519.2508428,2787,40208,10,4,2.83256E-12,4.41034E-16,0.463972806930542,2.83444E-12,4.40744E-16,0.00,2.9325485229492188e-05,5.49936E-11,2.05159E-14,18.41,4.291534423828125e-06
1707175574.9066517,2788,40222,10,4,2.83402E-12,1.45202E-15,0.4497036933898926,2.83589E-12,1.45242E-15,0.00,2.5987625122070312e-05,5.50127E-11,1.91482E-14,18.41,3.814697265625e-06
1707175628.92804,2789,40237,10,4,2.83446E-12,4.41064E-16,0.4510219097137451,2.83633E-12,4.40775E-16,0.00,2.7894973754882812e-05,5.50332E-11,2.05159E-14,18.42,4.291534423828125e-06
1707175688.0342362,2790,40251,10,4,2.83591E-12,1.45200E-15,0.44730257987976074,2.83779E-12,1.45240E-15,0.00,2.5033950805664062e-05,5.50524E-11,1.91482E-14,18.41,4.291534423828125e-06
1707175745.9825876,2791,40266,10,4,2.83635E-12,4.41094E-16,0.451751708984375,2.83823E-12,4.40805E-16,0.00,2.6464462280273438e-05,5.50729E-11,2.05159E-14,18.42,4.0531158447265625e-06
1707175804.3170087,2792,40280,10,4,2.83780E-12,1.45198E-15,0.4513239860534668,2.83968E-12,1.45237E-15,0.00,2.5033950805664062e-05,5.50920E-11,1.91482E-14,18.41,3.814697265625e-06
1707175860.5411668,2793,40294,10,4,2.83925E-12,1.45205E-15,0.4640498161315918,2.84113E-12,1.45244E-15,0.00,3.790855407714844e-05,5.51112E-11,1.91482E-14,18.41,4.5299530029296875e-06
1707175917.5343957,2794,40309,10,4,2.83970E-12,4.41031E-16,0.4485912322998047,2.84157E-12,4.40742E-16,0.00,2.6464462280273438e-05,5.51317E-11,2.05159E-14,18.41,4.0531158447265625e-06
1707175976.1687222,2795,40323,10,4,2.84115E-12,1.45203E-15,0.44951295852661133,2.84302E-12,1.45242E-15,0.00,2.6941299438476562e-05,5.51508E-11,1.91482E-14,18.41,3.5762786865234375e-06
1707176031.0728521,2796,40338,10,4,2.84159E-12,4.41061E-16,0.469268798828125,2.84347E-12,4.40772E-16,0.00,2.8371810913085938e-05,5.51714E-11,2.05159E-14,18.42,4.5299530029296875e-06
1707176091.9527662,2797,40352,10,4,2.84304E-12,1.45200E-15,0.45496249198913574,2.84492E-12,1.45240E-15,0.00,2.7418136596679688e-05,5.51905E-11,1.91482E-14,18.41,4.5299530029296875e-06
1707176146.3438685,2798,40367,10,4,2.84348E-12,4.41091E-16,0.4507145881652832,2.84536E-12,4.40803E-16,0.00,2.5987625122070312e-05,5.52110E-11,2.05159E-14,18.42,4.5299530029296875e-06
1707176206.7261267,2799,40381,10,4,2.84493E-12,1.45198E-15,0.45000243186950684,2.84681E-12,1.45237E-15,0.00,2.7418136596679688e-05,5.52302E-11,1.91482E-14,18.41,4.0531158447265625e-06
1707176263.6842954,2800,40395,10,4,2.84639E-12,1.45205E-15,0.4586176872253418,2.84826E-12,1.45245E-15,0.00,2.5272369384765625e-05,5.52493E-11,1.91482E-14,18.41,3.814697265625e-06
1707176322.378787,2801,40410,10,4,2.84683E-12,4.41028E-16,0.454756498336792,2.84870E-12,4.40739E-16,0.00,2.5510787963867188e-05,5.52698E-11,2.05159E-14,18.41,3.814697265625e-06
1707176383.634688,2802,40424,10,4,2.84828E-12,1.45203E-15,0.45385003089904785,2.85016E-12,1.45242E-15,0.00,2.7894973754882812e-05,5.52890E-11,1.91482E-14,18.41,3.814697265625e-06
1707176439.176862,2803,40439,10,4,2.84872E-12,4.41058E-16,0.4532310962677002,2.85060E-12,4.40770E-16,0.00,2.5987625122070312e-05,5.53095E-11,2.05159E-14,18.42,3.5762786865234375e-06
1707176499.5300553,2804,40453,10,4,2.85017E-12,1.45200E-15,0.4572024345397949,2.85205E-12,1.45240E-15,0.00,2.7418136596679688e-05,5.53287E-11,1.91482E-14,18.41,4.291534423828125e-06
1707176557.091875,2805,40468,10,4,2.85061E-12,4.41088E-16,0.4537191390991211,2.85249E-12,4.40800E-16,0.00,2.5510787963867188e-05,5.53492E-11,2.05159E-14,18.42,4.5299530029296875e-06
1707176616.5939462,2806,40482,10,4,2.85206E-12,1.45198E-15,0.45798397064208984,2.85394E-12,1.45238E-15,0.00,2.4557113647460938e-05,5.53683E-11,1.91482E-14,18.41,4.0531158447265625e-06
1707176673.848329,2807,40496,10,4,2.85352E-12,1.45205E-15,0.4623734951019287,2.85540E-12,1.45245E-15,0.00,2.765655517578125e-05,5.53875E-11,1.91482E-14,18.41,4.291534423828125e-06
1707176732.570328,2808,40511,10,4,2.85396E-12,4.41025E-16,0.4552459716796875,2.85584E-12,4.40737E-16,0.00,2.6464462280273438e-05,5.54080E-11,2.05159E-14,18.41,3.5762786865234375e-06
1707176792.1119523,2809,40525,10,4,2.85541E-12,1.45203E-15,0.4597749710083008,2.85729E-12,1.45242E-15,0.00,2.765655517578125e-05,5.54271E-11,1.91482E-14,18.41,5.245208740234375e-06
1707176848.3115032,2810,40540,10,4,2.85585E-12,4.41055E-16,0.455350399017334,2.85773E-12,4.40768E-16,0.00,2.5510787963867188e-05,5.54476E-11,2.05159E-14,18.42,4.0531158447265625e-06
1707176909.051057,2811,40554,10,4,2.85730E-12,1.45201E-15,0.4557480812072754,2.85918E-12,1.45240E-15,0.00,2.5510787963867188e-05,5.54668E-11,1.91482E-14,18.41,3.5762786865234375e-06
1707176965.1781344,2812,40569,10,4,2.85774E-12,4.41085E-16,0.46028923988342285,2.85962E-12,4.40798E-16,0.00,2.7179718017578125e-05,5.54873E-11,2.05159E-14,18.42,4.5299530029296875e-06
1707177025.4587758,2813,40583,10,4,2.85920E-12,1.45198E-15,0.45940637588500977,2.86107E-12,1.45238E-15,0.00,2.86102294921875e-05,5.55065E-11,1.91482E-14,18.41,3.814697265625e-06
1707177081.4073973,2814,40597,10,4,2.86065E-12,1.45205E-15,0.45438218116760254,2.86253E-12,1.45245E-15,0.00,2.5510787963867188e-05,5.55256E-11,1.91482E-14,18.41,4.76837158203125e-06
1707177140.3519187,2815,40612,10,4,2.86109E-12,4.41022E-16,0.45897746086120605,2.86297E-12,4.40735E-16,0.00,2.4557113647460938e-05,5.55461E-11,2.05159E-14,18.41,4.291534423828125e-06
1707177200.7310867,2816,40626,10,4,2.86254E-12,1.45203E-15,0.4599037170410156,2.86442E-12,1.45243E-15,0.00,2.7418136596679688e-05,5.55653E-11,1.91482E-14,18.41,3.814697265625e-06
1707177257.8690495,2817,40641,10,4,2.86298E-12,4.41052E-16,0.4616224765777588,2.86486E-12,4.40765E-16,0.00,2.574920654296875e-05,5.55858E-11,2.05159E-14,18.42,3.814697265625e-06
1707177318.9361546,2818,40655,10,4,2.86443E-12,1.45201E-15,0.45880818367004395,2.86631E-12,1.45240E-15,0.00,2.6702880859375e-05,5.56049E-11,1.91482E-14,18.41,4.291534423828125e-06
1707177377.0342405,2819,40670,10,4,2.86487E-12,4.41082E-16,0.4600341320037842,2.86675E-12,4.40796E-16,0.00,2.6464462280273438e-05,5.56254E-11,2.05159E-14,18.42,4.291534423828125e-06
1707177436.576403,2820,40684,10,4,2.86633E-12,1.45199E-15,0.4640326499938965,2.86821E-12,1.45238E-15,0.00,2.7179718017578125e-05,5.56446E-11,1.91482E-14,18.41,4.0531158447265625e-06
1707177493.55148,2821,40698,10,4,2.86778E-12,1.45206E-15,0.4685654640197754,2.86966E-12,1.45245E-15,0.00,2.86102294921875e-05,5.56637E-11,1.91482E-14,18.41,3.814697265625e-06
1707177551.6718936,2822,40713,10,4,2.86822E-12,4.41019E-16,0.4653141498565674,2.87010E-12,4.40733E-16,0.00,2.8371810913085938e-05,5.56843E-11,2.05159E-14,18.41,4.5299530029296875e-06
1707177609.314513,2823,40727,10,4,2.86967E-12,1.45203E-15,0.45947766304016113,2.87155E-12,1.45243E-15,0.00,2.7179718017578125e-05,5.57034E-11,1.91482E-14,18.41,4.0531158447265625e-06
1707177665.6468403,2824,40742,10,4,2.87011E-12,4.41049E-16,0.46489381790161133,2.87199E-12,4.40763E-16,0.00,2.8133392333984375e-05,5.57239E-11,2.05159E-14,18.42,5.0067901611328125e-06
1707177726.5249617,2825,40756,10,4,2.87157E-12,1.45201E-15,0.49396347999572754,2.87345E-12,1.45240E-15,0.00,2.6226043701171875e-05,5.57431E-11,1.91482E-14,18.41,4.291534423828125e-06
1707177783.8155687,2826,40771,10,4,2.87201E-12,4.41079E-16,0.45828938484191895,2.87389E-12,4.40793E-16,0.00,2.6226043701171875e-05,5.57636E-11,2.05159E-14,18.42,4.0531158447265625e-06
1707177844.238947,2827,40785,10,4,2.87346E-12,1.45199E-15,0.46148061752319336,2.87534E-12,1.45238E-15,0.00,2.5987625122070312e-05,5.57827E-11,1.91482E-14,18.41,3.5762786865234375e-06
1707177901.4748685,2828,40799,10,4,2.87491E-12,1.45206E-15,0.46536898612976074,2.87679E-12,1.45245E-15,0.00,2.9087066650390625e-05,5.58019E-11,1.91482E-14,18.41,3.814697265625e-06
1707177960.1754956,2829,40814,10,4,2.87535E-12,4.41016E-16,0.4665522575378418,2.87723E-12,4.40731E-16,0.00,2.8371810913085938e-05,5.58224E-11,2.05159E-14,18.41,3.814697265625e-06
1707178019.182218,2830,40828,10,4,2.87680E-12,1.45204E-15,0.47121477127075195,2.87868E-12,1.45243E-15,0.00,2.8133392333984375e-05,5.58416E-11,1.91482E-14,18.41,4.291534423828125e-06
1707178076.2682633,2831,40843,10,4,2.87724E-12,4.41045E-16,0.4677562713623047,2.87913E-12,4.40761E-16,0.00,2.9325485229492188e-05,5.58621E-11,2.05159E-14,18.42,4.5299530029296875e-06
1707178137.0870783,2832,40857,10,4,2.87870E-12,1.45201E-15,0.4620692729949951,2.88058E-12,1.45241E-15,0.00,2.574920654296875e-05,5.58812E-11,1.91482E-14,18.41,4.0531158447265625e-06
1707178193.95398,2833,40872,10,4,2.87914E-12,4.41075E-16,0.469146728515625,2.88102E-12,4.40791E-16,0.00,2.7179718017578125e-05,5.59017E-11,2.05159E-14,18.42,4.0531158447265625e-06
1707178255.4041572,2834,40886,10,4,2.88059E-12,1.45199E-15,0.46775388717651367,2.88247E-12,1.45238E-15,0.00,2.7418136596679688e-05,5.59209E-11,1.91482E-14,18.41,4.0531158447265625e-06
1707178312.3323166,2835,40900,10,4,2.88204E-12,1.45206E-15,0.4654204845428467,2.88392E-12,1.45245E-15,0.00,2.6941299438476562e-05,5.59400E-11,1.91482E-14,18.41,4.0531158447265625e-06
1707178371.6928537,2836,40915,10,4,2.88248E-12,4.41013E-16,0.4717888832092285,2.88436E-12,4.40728E-16,0.00,2.7179718017578125e-05,5.59605E-11,2.05159E-14,18.41,3.814697265625e-06
1707178431.6807668,2837,40929,10,4,2.88393E-12,1.45204E-15,0.47206902503967285,2.88582E-12,1.45243E-15,0.00,3.0279159545898438e-05,5.59797E-11,1.91482E-14,18.41,5.0067901611328125e-06
1707178488.6575875,2838,40944,10,4,2.88438E-12,4.41042E-16,0.463855504989624,2.88626E-12,4.40759E-16,0.00,2.4318695068359375e-05,5.60002E-11,2.05159E-14,18.42,5.0067901611328125e-06
1707178551.7231739,2839,40958,10,4,2.88583E-12,1.45202E-15,0.47174835205078125,2.88771E-12,1.45241E-15,0.00,2.574920654296875e-05,5.60194E-11,1.91482E-14,18.41,3.814697265625e-06
1707178608.9316018,2840,40973,10,4,2.88627E-12,4.41072E-16,0.4841430187225342,2.88815E-12,4.40789E-16,0.00,3.24249267578125e-05,5.60399E-11,2.05159E-14,18.42,5.0067901611328125e-06
1707178670.217155,2841,40987,10,4,2.88772E-12,1.45199E-15,0.4671061038970947,2.88960E-12,1.45239E-15,0.00,2.5272369384765625e-05,5.60590E-11,1.91482E-14,18.41,3.5762786865234375e-06
1707178727.480548,2842,41001,10,4,2.88917E-12,1.45206E-15,0.46678733825683594,2.89106E-12,1.45246E-15,0.00,2.4318695068359375e-05,5.60782E-11,1.91482E-14,18.41,3.814697265625e-06
1707178787.7831378,2843,41016,10,4,2.88961E-12,4.41010E-16,0.46665263175964355,2.89150E-12,4.40726E-16,0.00,2.5033950805664062e-05,5.60987E-11,2.05159E-14,18.41,4.0531158447265625e-06
1707178849.6374457,2844,41030,10,4,2.89107E-12,1.45204E-15,0.4740316867828369,2.89295E-12,1.45243E-15,0.00,2.47955322265625e-05,5.61178E-11,1.91482E-14,18.41,3.814697265625e-06
1707178906.7677906,2845,41045,10,4,2.89151E-12,4.41039E-16,0.47260594367980957,2.89339E-12,4.40756E-16,0.00,2.8133392333984375e-05,5.61383E-11,2.05159E-14,18.41,4.291534423828125e-06
1707178969.492251,2846,41059,10,4,2.89296E-12,1.45202E-15,0.48597216606140137,2.89484E-12,1.45241E-15,0.00,3.147125244140625e-05,5.61575E-11,1.91482E-14,18.41,4.5299530029296875e-06
1707179027.4446144,2847,41074,10,4,2.89340E-12,4.41069E-16,0.46819067001342773,2.89528E-12,4.40786E-16,0.00,2.5987625122070312e-05,5.61780E-11,2.05159E-14,18.42,4.76837158203125e-06
1707179090.1038532,2848,41088,10,4,2.89485E-12,1.45200E-15,0.4841279983520508,2.89673E-12,1.45239E-15,0.00,2.765655517578125e-05,5.61972E-11,1.91482E-14,18.41,4.291534423828125e-06
1707179147.115379,2849,41102,10,4,2.89630E-12,1.45207E-15,0.5147757530212402,2.89819E-12,1.45246E-15,0.00,2.765655517578125e-05,5.62163E-11,1.91482E-14,18.41,4.5299530029296875e-06
1707179206.0995274,2850,41117,10,4,2.89674E-12,4.41007E-16,0.4682438373565674,2.89863E-12,4.40724E-16,0.00,2.5033950805664062e-05,5.62368E-11,2.05159E-14,18.41,4.291534423828125e-06
1707179265.9430606,2851,41131,10,4,2.89820E-12,1.45204E-15,0.4844958782196045,2.90008E-12,1.45243E-15,0.00,3.075599670410156e-05,5.62560E-11,1.91482E-14,18.41,4.291534423828125e-06
1707179322.8528845,2852,41146,10,4,2.89864E-12,4.41036E-16,0.4872932434082031,2.90052E-12,4.40754E-16,0.00,2.9325485229492188e-05,5.62765E-11,2.05159E-14,18.41,4.5299530029296875e-06
1707179386.4011028,2853,41160,10,4,2.90009E-12,1.45202E-15,0.4868183135986328,2.90197E-12,1.45241E-15,0.00,3.170967102050781e-05,5.62956E-11,1.91482E-14,18.41,5.0067901611328125e-06
1707179444.1446445,2854,41175,10,4,2.90053E-12,4.41066E-16,0.4720749855041504,2.90241E-12,4.40784E-16,0.00,2.6226043701171875e-05,5.63162E-11,2.05159E-14,18.42,4.5299530029296875e-06
1707179505.69172,2855,41189,10,4,2.90198E-12,1.45200E-15,0.46826910972595215,2.90387E-12,1.45239E-15,0.00,2.6702880859375e-05,5.63353E-11,1.91482E-14,18.41,4.76837158203125e-06
1707179562.4845624,2856,41203,10,4,2.90344E-12,1.45207E-15,0.47504210472106934,2.90532E-12,1.45246E-15,0.00,2.8848648071289062e-05,5.63544E-11,1.91482E-14,18.41,4.0531158447265625e-06
1707179623.1758497,2857,41218,10,4,2.90388E-12,4.41004E-16,0.49203944206237793,2.90576E-12,4.40722E-16,0.00,3.0040740966796875e-05,5.63750E-11,2.05159E-14,18.41,4.291534423828125e-06
1707179683.365431,2858,41232,10,4,2.90533E-12,1.45205E-15,0.47681689262390137,2.90721E-12,1.45244E-15,0.00,2.8371810913085938e-05,5.63941E-11,1.91482E-14,18.41,4.0531158447265625e-06
1707179740.3459141,2859,41247,10,4,2.90577E-12,4.41033E-16,0.4717278480529785,2.90765E-12,4.40752E-16,0.00,2.5033950805664062e-05,5.64146E-11,2.05159E-14,18.41,3.814697265625e-06
1707179803.9177117,2860,41261,10,4,2.90722E-12,1.45202E-15,0.47270846366882324,2.90911E-12,1.45241E-15,0.00,2.6226043701171875e-05,5.64338E-11,1.91482E-14,18.41,4.0531158447265625e-06
1707179862.6339686,2861,41276,10,4,2.90766E-12,4.41063E-16,0.474231481552124,2.90955E-12,4.40782E-16,0.00,2.5272369384765625e-05,5.64543E-11,2.05159E-14,18.42,4.0531158447265625e-06
1707179923.7486122,2862,41290,10,4,2.90911E-12,1.45200E-15,0.4740734100341797,2.91100E-12,1.45239E-15,0.00,2.5272369384765625e-05,5.64734E-11,1.91482E-14,18.41,4.291534423828125e-06
1707179981.6659677,2863,41304,10,4,2.91057E-12,1.45207E-15,0.4797239303588867,2.91245E-12,1.45246E-15,0.00,2.5272369384765625e-05,5.64926E-11,1.91482E-14,18.41,4.5299530029296875e-06
1707180041.1897545,2864,41319,10,4,2.91101E-12,4.41001E-16,0.47351884841918945,2.91289E-12,4.40720E-16,0.00,2.5272369384765625e-05,5.65131E-11,2.05159E-14,18.41,4.0531158447265625e-06
1707180099.9161646,2865,41333,10,4,2.91246E-12,1.45205E-15,0.47162556648254395,2.91434E-12,1.45244E-15,0.00,2.5987625122070312e-05,5.65323E-11,1.91482E-14,18.41,4.0531158447265625e-06
1707180157.5827398,2866,41348,10,4,2.91290E-12,4.41030E-16,0.4793972969055176,2.91478E-12,4.40750E-16,0.00,2.86102294921875e-05,5.65528E-11,2.05159E-14,18.41,4.0531158447265625e-06
1707180219.9436343,2867,41362,10,4,2.91435E-12,1.45203E-15,0.47465014457702637,2.91624E-12,1.45242E-15,0.00,2.5272369384765625e-05,5.65719E-11,1.91482E-14,18.41,3.814697265625e-06
1707180280.561795,2868,41376,10,4,2.91580E-12,1.45209E-15,0.47449445724487305,2.91769E-12,1.45248E-15,0.00,2.574920654296875e-05,5.65911E-11,1.91482E-14,18.41,4.0531158447265625e-06
1707180339.8512368,2869,41391,10,4,2.91625E-12,4.40968E-16,0.4762732982635498,2.91813E-12,4.40688E-16,0.00,2.7418136596679688e-05,5.66116E-11,2.05159E-14,18.41,4.5299530029296875e-06
1707180399.8150523,2870,41405,10,4,2.91770E-12,1.45207E-15,0.4838597774505615,2.91958E-12,1.45246E-15,0.00,2.7179718017578125e-05,5.66307E-11,1.91482E-14,18.41,4.5299530029296875e-06
1707180456.9223154,2871,41420,10,4,2.91814E-12,4.40998E-16,0.49494028091430664,2.92002E-12,4.40718E-16,0.00,3.075599670410156e-05,5.66512E-11,2.05159E-14,18.41,5.0067901611328125e-06
1707180520.7273219,2872,41434,10,4,2.91959E-12,1.45205E-15,0.4814748764038086,2.92148E-12,1.45244E-15,0.00,2.8371810913085938e-05,5.66704E-11,1.91482E-14,18.41,4.0531158447265625e-06
1707180580.184906,2873,41449,10,4,2.92003E-12,4.41027E-16,0.4768645763397217,2.92192E-12,4.40747E-16,0.00,2.5272369384765625e-05,5.66909E-11,2.05159E-14,18.41,4.0531158447265625e-06
1707180643.4891052,2874,41463,10,4,2.92148E-12,1.45203E-15,0.4793221950531006,2.92337E-12,1.45242E-15,0.00,2.4557113647460938e-05,5.67101E-11,1.91482E-14,18.41,4.0531158447265625e-06
1707180703.264124,2875,41477,10,4,2.92294E-12,1.45210E-15,0.48587608337402344,2.92482E-12,1.45249E-15,0.00,2.86102294921875e-05,5.67292E-11,1.91482E-14,18.41,4.0531158447265625e-06
1707180764.4533038,2876,41492,10,4,2.92338E-12,4.40965E-16,0.48099660873413086,2.92526E-12,4.40686E-16,0.00,2.6941299438476562e-05,5.67497E-11,2.05159E-14,18.41,4.291534423828125e-06
1707180825.5474205,2877,41506,10,4,2.92483E-12,1.45207E-15,0.48348188400268555,2.92671E-12,1.45246E-15,0.00,2.7418136596679688e-05,5.67689E-11,1.91482E-14,18.41,4.0531158447265625e-06
1707180883.291952,2878,41521,10,4,2.92527E-12,4.40995E-16,0.4769902229309082,2.92716E-12,4.40715E-16,0.00,2.5987625122070312e-05,5.67894E-11,2.05159E-14,18.41,4.0531158447265625e-06
1707180946.4506528,2879,41535,10,4,2.92672E-12,1.45205E-15,0.48108768463134766,2.92861E-12,1.45244E-15,0.00,2.5033950805664062e-05,5.68085E-11,1.91482E-14,18.41,4.76837158203125e-06
1707181006.9029343,2880,41550,10,4,2.92716E-12,4.41024E-16,0.48195767402648926,2.92905E-12,4.40745E-16,0.00,2.6226043701171875e-05,5.68290E-11,2.05159E-14,18.41,4.0531158447265625e-06
1707181069.819416,2881,41564,10,4,2.92862E-12,1.45203E-15,0.4943504333496094,2.93050E-12,1.45242E-15,0.00,3.0279159545898438e-05,5.68482E-11,1.91482E-14,18.41,4.5299530029296875e-06
1707181129.2062078,2882,41578,10,4,2.93007E-12,1.45210E-15,0.48525381088256836,2.93195E-12,1.45249E-15,0.00,2.5033950805664062e-05,5.68673E-11,1.91482E-14,18.41,4.5299530029296875e-06
1707181190.8665636,2883,41593,10,4,2.93051E-12,4.40963E-16,0.47821950912475586,2.93239E-12,4.40684E-16,0.00,2.5987625122070312e-05,5.68879E-11,2.05159E-14,18.41,4.5299530029296875e-06
1707181253.6128273,2884,41607,10,4,2.93196E-12,1.45208E-15,0.5049834251403809,2.93385E-12,1.45246E-15,0.00,2.9802322387695312e-05,5.69070E-11,1.91482E-14,18.41,5.0067901611328125e-06
1707181312.4587555,2885,41622,10,4,2.93240E-12,4.40992E-16,0.5075805187225342,2.93429E-12,4.40713E-16,0.00,3.075599670410156e-05,5.69275E-11,2.05159E-14,18.41,5.0067901611328125e-06
1707181377.9804025,2886,41636,10,4,2.93385E-12,1.45205E-15,0.4869110584259033,2.93574E-12,1.45244E-15,0.00,2.8848648071289062e-05,5.69467E-11,1.91482E-14,18.41,4.0531158447265625e-06
1707181437.9951165,2887,41651,10,4,2.93429E-12,4.41022E-16,0.4876749515533447,2.93618E-12,4.40743E-16,0.00,2.8371810913085938e-05,5.69672E-11,2.05159E-14,18.41,4.0531158447265625e-06
1707181500.6781514,2888,41665,10,4,2.93575E-12,1.45203E-15,0.5001442432403564,2.93763E-12,1.45242E-15,0.00,3.1948089599609375e-05,5.69863E-11,1.91482E-14,18.41,4.5299530029296875e-06
1707181560.93175,2889,41679,10,4,2.93720E-12,1.45210E-15,0.4895145893096924,2.93909E-12,1.45249E-15,0.00,2.5510787963867188e-05,5.70055E-11,1.91482E-14,18.41,4.5299530029296875e-06
1707181623.1916652,2890,41694,10,4,2.93764E-12,4.40960E-16,0.4904789924621582,2.93953E-12,4.40682E-16,0.00,2.5510787963867188e-05,5.70260E-11,2.05159E-14,18.41,4.291534423828125e-06
1707181684.8874736,2891,41708,10,4,2.93909E-12,1.45208E-15,0.4830036163330078,2.94098E-12,1.45247E-15,0.00,2.574920654296875e-05,5.70452E-11,1.91482E-14,18.41,4.5299530029296875e-06
1707181744.1059008,2892,41723,10,4,2.93953E-12,4.40989E-16,0.4832425117492676,2.94142E-12,4.40711E-16,0.00,2.5033950805664062e-05,5.70657E-11,2.05159E-14,18.41,4.291534423828125e-06
1707181808.441106,2893,41737,10,4,2.94098E-12,1.45206E-15,0.4898815155029297,2.94287E-12,1.45244E-15,0.00,2.9087066650390625e-05,5.70848E-11,1.91482E-14,18.41,4.5299530029296875e-06
1707181870.0976243,2894,41752,10,4,2.94143E-12,4.41019E-16,0.4861793518066406,2.94331E-12,4.40741E-16,0.00,2.5510787963867188e-05,5.71053E-11,2.05159E-14,18.41,4.76837158203125e-06
1707181933.7263784,2895,41766,10,4,2.94288E-12,1.45203E-15,0.48803234100341797,2.94477E-12,1.45242E-15,0.00,2.5987625122070312e-05,5.71245E-11,1.91482E-14,18.41,3.814697265625e-06
1707181994.6572125,2896,41780,10,4,2.94433E-12,1.45210E-15,0.4858665466308594,2.94622E-12,1.45249E-15,0.00,2.4557113647460938e-05,5.71436E-11,1.91482E-14,18.41,4.0531158447265625e-06
